"cname","ccode","cabbr","isocode","isoabbr","date","year","month","day","iso_region","region","region_type","ppi_total","ppi_regional","ppi_national"
"United States of America",2,"USA",840,"US",2020-04-20,2020,4,20,"US-TX","Texas","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-21,2020,4,21,"US-TX","Texas","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-22,2020,4,22,"US-TX","Texas","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-23,2020,4,23,"US-TX","Texas","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-24,2020,4,24,"US-TX","Texas","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-01-24,2020,1,24,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-25,2020,1,25,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-26,2020,1,26,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-27,2020,1,27,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-28,2020,1,28,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-29,2020,1,29,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-30,2020,1,30,"US-UT","Utah","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-31,2020,1,31,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-01,2020,2,1,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-02,2020,2,2,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-03,2020,2,3,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-04,2020,2,4,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-05,2020,2,5,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-06,2020,2,6,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-07,2020,2,7,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-08,2020,2,8,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-09,2020,2,9,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-10,2020,2,10,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-11,2020,2,11,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-12,2020,2,12,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-13,2020,2,13,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-14,2020,2,14,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-15,2020,2,15,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-16,2020,2,16,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-17,2020,2,17,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-18,2020,2,18,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-19,2020,2,19,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-20,2020,2,20,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-21,2020,2,21,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-22,2020,2,22,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-23,2020,2,23,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-24,2020,2,24,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-25,2020,2,25,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-26,2020,2,26,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-27,2020,2,27,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-28,2020,2,28,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-29,2020,2,29,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-01,2020,3,1,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-02,2020,3,2,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-03,2020,3,3,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-04,2020,3,4,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-05,2020,3,5,"US-UT","Utah","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-06,2020,3,6,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-07,2020,3,7,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-08,2020,3,8,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-09,2020,3,9,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-10,2020,3,10,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-11,2020,3,11,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-12,2020,3,12,"US-UT","Utah","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-13,2020,3,13,"US-UT","Utah","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-14,2020,3,14,"US-UT","Utah","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-15,2020,3,15,"US-UT","Utah","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-16,2020,3,16,"US-UT","Utah","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-17,2020,3,17,"US-UT","Utah","state",0.3,0.25,0.125
"United States of America",2,"USA",840,"US",2020-03-18,2020,3,18,"US-UT","Utah","state",0.325,0.25,0.15
"United States of America",2,"USA",840,"US",2020-03-19,2020,3,19,"US-UT","Utah","state",0.325,0.25,0.15
"United States of America",2,"USA",840,"US",2020-03-20,2020,3,20,"US-UT","Utah","state",0.325,0.25,0.15
"United States of America",2,"USA",840,"US",2020-03-21,2020,3,21,"US-UT","Utah","state",0.325,0.25,0.15
"United States of America",2,"USA",840,"US",2020-03-22,2020,3,22,"US-UT","Utah","state",0.325,0.25,0.15
"United States of America",2,"USA",840,"US",2020-03-23,2020,3,23,"US-UT","Utah","state",0.375,0.3,0.15
"United States of America",2,"USA",840,"US",2020-03-24,2020,3,24,"US-UT","Utah","state",0.375,0.3,0.15
"United States of America",2,"USA",840,"US",2020-03-25,2020,3,25,"US-UT","Utah","state",0.375,0.3,0.15
"United States of America",2,"USA",840,"US",2020-03-26,2020,3,26,"US-UT","Utah","state",0.375,0.3,0.15
"United States of America",2,"USA",840,"US",2020-03-27,2020,3,27,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-03-28,2020,3,28,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-03-29,2020,3,29,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-03-30,2020,3,30,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-03-31,2020,3,31,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-01,2020,4,1,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-02,2020,4,2,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-03,2020,4,3,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-04,2020,4,4,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-05,2020,4,5,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-06,2020,4,6,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-07,2020,4,7,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-08,2020,4,8,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-09,2020,4,9,"US-UT","Utah","state",0.7,0.675,0.15
"United States of America",2,"USA",840,"US",2020-04-10,2020,4,10,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-11,2020,4,11,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-12,2020,4,12,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-13,2020,4,13,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-14,2020,4,14,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-15,2020,4,15,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-16,2020,4,16,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-17,2020,4,17,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-18,2020,4,18,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-19,2020,4,19,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-20,2020,4,20,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-21,2020,4,21,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-22,2020,4,22,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-23,2020,4,23,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-04-24,2020,4,24,"US-UT","Utah","state",0.725,0.7,0.15
"United States of America",2,"USA",840,"US",2020-01-24,2020,1,24,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-25,2020,1,25,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-26,2020,1,26,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-27,2020,1,27,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-28,2020,1,28,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-29,2020,1,29,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-30,2020,1,30,"US-VA","Virginia","state",0,0,0
"United States of America",2,"USA",840,"US",2020-01-31,2020,1,31,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-01,2020,2,1,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-02,2020,2,2,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-03,2020,2,3,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-04,2020,2,4,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-05,2020,2,5,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-06,2020,2,6,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-07,2020,2,7,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-08,2020,2,8,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-09,2020,2,9,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-10,2020,2,10,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-11,2020,2,11,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-12,2020,2,12,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-13,2020,2,13,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-14,2020,2,14,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-15,2020,2,15,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-16,2020,2,16,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-17,2020,2,17,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-18,2020,2,18,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-19,2020,2,19,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-20,2020,2,20,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-21,2020,2,21,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-22,2020,2,22,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-23,2020,2,23,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-24,2020,2,24,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-25,2020,2,25,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-26,2020,2,26,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-27,2020,2,27,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-28,2020,2,28,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-02-29,2020,2,29,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-01,2020,3,1,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-02,2020,3,2,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-03,2020,3,3,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-04,2020,3,4,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-05,2020,3,5,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-06,2020,3,6,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-07,2020,3,7,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-08,2020,3,8,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-09,2020,3,9,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-10,2020,3,10,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-11,2020,3,11,"US-VA","Virginia","state",0.05,0,0.05
"United States of America",2,"USA",840,"US",2020-03-12,2020,3,12,"US-VA","Virginia","state",0.125,0.075,0.05
"United States of America",2,"USA",840,"US",2020-03-13,2020,3,13,"US-VA","Virginia","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-14,2020,3,14,"US-VA","Virginia","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-15,2020,3,15,"US-VA","Virginia","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-16,2020,3,16,"US-VA","Virginia","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-17,2020,3,17,"US-VA","Virginia","state",0.175,0.125,0.125
"United States of America",2,"USA",840,"US",2020-03-18,2020,3,18,"US-VA","Virginia","state",0.2,0.125,0.15
"United States of America",2,"USA",840,"US",2020-03-19,2020,3,19,"US-VA","Virginia","state",0.2,0.125,0.15
"United States of America",2,"USA",840,"US",2020-03-20,2020,3,20,"US-VA","Virginia","state",0.2,0.125,0.15
"United States of America",2,"USA",840,"US",2020-03-21,2020,3,21,"US-VA","Virginia","state",0.2,0.125,0.15
"United States of America",2,"USA",840,"US",2020-03-22,2020,3,22,"US-VA","Virginia","state",0.2,0.125,0.15
"United States of America",2,"USA",840,"US",2020-03-23,2020,3,23,"US-VA","Virginia","state",0.325,0.25,0.15
"United States of America",2,"USA",840,"US",2020-03-24,2020,3,24,"US-VA","Virginia","state",0.475,0.4,0.15
"United States of America",2,"USA",840,"US",2020-03-25,2020,3,25,"US-VA","Virginia","state",0.475,0.4,0.15
"United States of America",2,"USA",840,"US",2020-03-26,2020,3,26,"US-VA","Virginia","state",0.475,0.4,0.15
"United States of America",2,"USA",840,"US",2020-03-27,2020,3,27,"US-VA","Virginia","state",0.475,0.4,0.15
"United States of America",2,"USA",840,"US",2020-03-28,2020,3,28,"US-VA","Virginia","state",0.525,0.45,0.15
"United States of America",2,"USA",840,"US",2020-03-29,2020,3,29,"US-VA","Virginia","state",0.525,0.45,0.15
"United States of America",2,"USA",840,"US",2020-03-30,2020,3,30,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-03-31,2020,3,31,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-01,2020,4,1,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-02,2020,4,2,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-03,2020,4,3,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-04,2020,4,4,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-05,2020,4,5,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-06,2020,4,6,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-07,2020,4,7,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-08,2020,4,8,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-09,2020,4,9,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-10,2020,4,10,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-11,2020,4,11,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-12,2020,4,12,"US-VA","Virginia","state",0.625,0.55,0.15
"United States of America",2,"USA",840,"US",2020-04-13,2020,4,13,"US-VA","Virginia","state",0.625,0.55,0.15
